code,signal_date,training_data_last_feature_date,training_data_last_label_confirmed_date,training_row_count,model_seed,target_percent,stop_loss_percent,threshold
7211,2025-05-26,2025-05-21,2025-05-23,1288,42,1.50000000,3.00000000,0.30000000
7267,2025-05-26,2025-05-21,2025-05-23,1288,42,2.00000000,2.00000000,0.30000000
8306,2025-05-26,2025-05-21,2025-05-23,1288,42,1.00000000,5.00000000,0.15000000
9432,2025-05-26,2025-05-21,2025-05-23,1288,42,1.00000000,2.00000000,0.20000000
1570,2025-05-27,2025-05-22,2025-05-26,1289,42,2.00000000,5.00000000,0.20000000
4188,2025-05-27,2025-05-22,2025-05-26,1289,42,1.00000000,5.00000000,0.20000000
4689,2025-05-27,2025-05-22,2025-05-26,1289,42,3.00000000,5.00000000,0.15000000
5020,2025-05-27,2025-05-22,2025-05-26,1289,42,1.00000000,3.00000000,0.15000000
7211,2025-05-27,2025-05-22,2025-05-26,1289,42,1.50000000,3.00000000,0.30000000
7267,2025-05-27,2025-05-22,2025-05-26,1289,42,2.00000000,2.00000000,0.30000000
8306,2025-05-27,2025-05-22,2025-05-26,1289,42,1.00000000,5.00000000,0.15000000
9432,2025-05-27,2025-05-22,2025-05-26,1289,42,1.00000000,2.00000000,0.20000000
1570,2025-05-28,2025-05-23,2025-05-27,1290,42,2.00000000,5.00000000,0.20000000
4188,2025-05-28,2025-05-23,2025-05-27,1290,42,1.00000000,5.00000000,0.20000000
4689,2025-05-28,2025-05-23,2025-05-27,1290,42,3.00000000,5.00000000,0.15000000
5020,2025-05-28,2025-05-23,2025-05-27,1290,42,1.00000000,3.00000000,0.15000000
7211,2025-05-28,2025-05-23,2025-05-27,1290,42,1.50000000,3.00000000,0.30000000
7267,2025-05-28,2025-05-23,2025-05-27,1290,42,2.00000000,2.00000000,0.30000000
8306,2025-05-28,2025-05-23,2025-05-27,1290,42,1.00000000,5.00000000,0.15000000
9432,2025-05-28,2025-05-23,2025-05-27,1290,42,1.00000000,2.00000000,0.20000000
1570,2025-05-29,2025-05-26,2025-05-28,1291,42,2.00000000,5.00000000,0.20000000
4188,2025-05-29,2025-05-26,2025-05-28,1291,42,1.00000000,5.00000000,0.20000000
4689,2025-05-29,2025-05-26,2025-05-28,1291,42,3.00000000,5.00000000,0.15000000
5020,2025-05-29,2025-05-26,2025-05-28,1291,42,1.00000000,3.00000000,0.15000000
7211,2025-05-29,2025-05-26,2025-05-28,1291,42,1.50000000,3.00000000,0.30000000
7267,2025-05-29,2025-05-26,2025-05-28,1291,42,2.00000000,2.00000000,0.30000000
8306,2025-05-29,2025-05-26,2025-05-28,1291,42,1.00000000,5.00000000,0.15000000
9432,2025-05-29,2025-05-26,2025-05-28,1291,42,1.00000000,2.00000000,0.20000000
1570,2025-05-30,2025-05-27,2025-05-29,1292,42,2.00000000,5.00000000,0.20000000
4188,2025-05-30,2025-05-27,2025-05-29,1292,42,1.00000000,5.00000000,0.20000000
4689,2025-05-30,2025-05-27,2025-05-29,1292,42,3.00000000,5.00000000,0.15000000
5020,2025-05-30,2025-05-27,2025-05-29,1292,42,1.00000000,3.00000000,0.15000000
7211,2025-05-30,2025-05-27,2025-05-29,1292,42,1.50000000,3.00000000,0.30000000
7267,2025-05-30,2025-05-27,2025-05-29,1292,42,2.00000000,2.00000000,0.30000000
8306,2025-05-30,2025-05-27,2025-05-29,1292,42,1.00000000,5.00000000,0.15000000
9432,2025-05-30,2025-05-27,2025-05-29,1292,42,1.00000000,2.00000000,0.20000000
1570,2025-06-02,2025-05-28,2025-05-30,1293,42,2.00000000,5.00000000,0.20000000
4188,2025-06-02,2025-05-28,2025-05-30,1293,42,1.00000000,5.00000000,0.20000000
4689,2025-06-02,2025-05-28,2025-05-30,1293,42,3.00000000,5.00000000,0.15000000
5020,2025-06-02,2025-05-28,2025-05-30,1293,42,1.00000000,3.00000000,0.15000000
7211,2025-06-02,2025-05-28,2025-05-30,1293,42,1.50000000,3.00000000,0.30000000
7267,2025-06-02,2025-05-28,2025-05-30,1293,42,2.00000000,2.00000000,0.30000000
8306,2025-06-02,2025-05-28,2025-05-30,1293,42,1.00000000,5.00000000,0.15000000
9432,2025-06-02,2025-05-28,2025-05-30,1293,42,1.00000000,2.00000000,0.20000000
1570,2025-06-03,2025-05-29,2025-06-02,1294,42,2.00000000,5.00000000,0.20000000
4188,2025-06-03,2025-05-29,2025-06-02,1294,42,1.00000000,5.00000000,0.20000000
4689,2025-06-03,2025-05-29,2025-06-02,1294,42,3.00000000,5.00000000,0.15000000
5020,2025-06-03,2025-05-29,2025-06-02,1294,42,1.00000000,3.00000000,0.15000000
7211,2025-06-03,2025-05-29,2025-06-02,1294,42,1.50000000,3.00000000,0.30000000
7267,2025-06-03,2025-05-30,2025-06-02,1295,42,2.00000000,2.00000000,0.30000000
8306,2025-06-03,2025-05-29,2025-06-02,1294,42,1.00000000,5.00000000,0.15000000
9432,2025-06-03,2025-05-30,2025-06-02,1295,42,1.00000000,2.00000000,0.20000000
1570,2025-06-04,2025-05-30,2025-06-03,1295,42,2.00000000,5.00000000,0.20000000
4188,2025-06-04,2025-05-30,2025-06-03,1295,42,1.00000000,5.00000000,0.20000000
4689,2025-06-04,2025-05-30,2025-06-03,1295,42,3.00000000,5.00000000,0.15000000
5020,2025-06-04,2025-05-30,2025-06-03,1295,42,1.00000000,3.00000000,0.15000000
7211,2025-06-04,2025-05-30,2025-06-03,1295,42,1.50000000,3.00000000,0.30000000
7267,2025-06-04,2025-05-30,2025-06-02,1295,42,2.00000000,2.00000000,0.30000000
8306,2025-06-04,2025-05-30,2025-06-03,1295,42,1.00000000,5.00000000,0.15000000
9432,2025-06-04,2025-05-30,2025-06-02,1295,42,1.00000000,2.00000000,0.20000000
1570,2025-06-05,2025-06-02,2025-06-04,1296,42,2.00000000,5.00000000,0.20000000
4188,2025-06-05,2025-06-02,2025-06-04,1296,42,1.00000000,5.00000000,0.20000000
4689,2025-06-05,2025-06-02,2025-06-04,1296,42,3.00000000,5.00000000,0.15000000
5020,2025-06-05,2025-06-02,2025-06-04,1296,42,1.00000000,3.00000000,0.15000000
7211,2025-06-05,2025-06-02,2025-06-04,1296,42,1.50000000,3.00000000,0.30000000
7267,2025-06-05,2025-06-02,2025-06-04,1296,42,2.00000000,2.00000000,0.30000000
8306,2025-06-05,2025-06-02,2025-06-04,1296,42,1.00000000,5.00000000,0.15000000
9432,2025-06-05,2025-06-02,2025-06-04,1296,42,1.00000000,2.00000000,0.20000000
1570,2025-06-06,2025-06-03,2025-06-05,1297,42,2.00000000,5.00000000,0.20000000
4188,2025-06-06,2025-06-03,2025-06-05,1297,42,1.00000000,5.00000000,0.20000000
4689,2025-06-06,2025-06-03,2025-06-05,1297,42,3.00000000,5.00000000,0.15000000
5020,2025-06-06,2025-06-03,2025-06-05,1297,42,1.00000000,3.00000000,0.15000000
7211,2025-06-06,2025-06-03,2025-06-05,1297,42,1.50000000,3.00000000,0.30000000
7267,2025-06-06,2025-06-03,2025-06-05,1297,42,2.00000000,2.00000000,0.30000000
8306,2025-06-06,2025-06-03,2025-06-05,1297,42,1.00000000,5.00000000,0.15000000
9432,2025-06-06,2025-06-03,2025-06-05,1297,42,1.00000000,2.00000000,0.20000000
1570,2025-06-09,2025-06-04,2025-06-06,1298,42,2.00000000,5.00000000,0.20000000
4188,2025-06-09,2025-06-04,2025-06-06,1298,42,1.00000000,5.00000000,0.20000000
4689,2025-06-09,2025-06-04,2025-06-06,1298,42,3.00000000,5.00000000,0.15000000
5020,2025-06-09,2025-06-04,2025-06-06,1298,42,1.00000000,3.00000000,0.15000000
7211,2025-06-09,2025-06-04,2025-06-06,1298,42,1.50000000,3.00000000,0.30000000
7267,2025-06-09,2025-06-04,2025-06-06,1298,42,2.00000000,2.00000000,0.30000000
8306,2025-06-09,2025-06-04,2025-06-06,1298,42,1.00000000,5.00000000,0.15000000
9432,2025-06-09,2025-06-04,2025-06-06,1298,42,1.00000000,2.00000000,0.20000000
1570,2025-06-10,2025-06-05,2025-06-09,1299,42,2.00000000,5.00000000,0.20000000
4188,2025-06-10,2025-06-05,2025-06-09,1299,42,1.00000000,5.00000000,0.20000000
4689,2025-06-10,2025-06-05,2025-06-09,1299,42,3.00000000,5.00000000,0.15000000
5020,2025-06-10,2025-06-05,2025-06-09,1299,42,1.00000000,3.00000000,0.15000000
7211,2025-06-10,2025-06-05,2025-06-09,1299,42,1.50000000,3.00000000,0.30000000
7267,2025-06-10,2025-06-05,2025-06-09,1299,42,2.00000000,2.00000000,0.30000000
8306,2025-06-10,2025-06-05,2025-06-09,1299,42,1.00000000,5.00000000,0.15000000
9432,2025-06-10,2025-06-05,2025-06-09,1299,42,1.00000000,2.00000000,0.20000000
1570,2025-06-11,2025-06-06,2025-06-10,1300,42,2.00000000,5.00000000,0.20000000
4188,2025-06-11,2025-06-06,2025-06-10,1300,42,1.00000000,5.00000000,0.20000000
4689,2025-06-11,2025-06-06,2025-06-10,1300,42,3.00000000,5.00000000,0.15000000
5020,2025-06-11,2025-06-06,2025-06-10,1300,42,1.00000000,3.00000000,0.15000000
7211,2025-06-11,2025-06-06,2025-06-10,1300,42,1.50000000,3.00000000,0.30000000
7267,2025-06-11,2025-06-06,2025-06-10,1300,42,2.00000000,2.00000000,0.30000000
8306,2025-06-11,2025-06-06,2025-06-10,1300,42,1.00000000,5.00000000,0.15000000
9432,2025-06-11,2025-06-06,2025-06-10,1300,42,1.00000000,2.00000000,0.20000000
1570,2025-06-12,2025-06-09,2025-06-11,1301,42,2.00000000,5.00000000,0.20000000
4188,2025-06-12,2025-06-09,2025-06-11,1301,42,1.00000000,5.00000000,0.20000000
4689,2025-06-12,2025-06-09,2025-06-11,1301,42,3.00000000,5.00000000,0.15000000
5020,2025-06-12,2025-06-09,2025-06-11,1301,42,1.00000000,3.00000000,0.15000000
7211,2025-06-12,2025-06-09,2025-06-11,1301,42,1.50000000,3.00000000,0.30000000
7267,2025-06-12,2025-06-09,2025-06-11,1301,42,2.00000000,2.00000000,0.30000000
8306,2025-06-12,2025-06-09,2025-06-11,1301,42,1.00000000,5.00000000,0.15000000
9432,2025-06-12,2025-06-09,2025-06-11,1301,42,1.00000000,2.00000000,0.20000000
1570,2025-06-13,2025-06-10,2025-06-12,1302,42,2.00000000,5.00000000,0.20000000
4188,2025-06-13,2025-06-10,2025-06-12,1302,42,1.00000000,5.00000000,0.20000000
4689,2025-06-13,2025-06-10,2025-06-12,1302,42,3.00000000,5.00000000,0.15000000
5020,2025-06-13,2025-06-10,2025-06-12,1302,42,1.00000000,3.00000000,0.15000000
7211,2025-06-13,2025-06-10,2025-06-12,1302,42,1.50000000,3.00000000,0.30000000
7267,2025-06-13,2025-06-10,2025-06-12,1302,42,2.00000000,2.00000000,0.30000000
8306,2025-06-13,2025-06-10,2025-06-12,1302,42,1.00000000,5.00000000,0.15000000
9432,2025-06-13,2025-06-10,2025-06-12,1302,42,1.00000000,2.00000000,0.20000000
1570,2025-06-16,2025-06-11,2025-06-13,1303,42,2.00000000,5.00000000,0.20000000
4188,2025-06-16,2025-06-11,2025-06-13,1303,42,1.00000000,5.00000000,0.20000000
4689,2025-06-16,2025-06-11,2025-06-13,1303,42,3.00000000,5.00000000,0.15000000
5020,2025-06-16,2025-06-11,2025-06-13,1303,42,1.00000000,3.00000000,0.15000000
7211,2025-06-16,2025-06-11,2025-06-13,1303,42,1.50000000,3.00000000,0.30000000
7267,2025-06-16,2025-06-11,2025-06-13,1303,42,2.00000000,2.00000000,0.30000000
8306,2025-06-16,2025-06-11,2025-06-13,1303,42,1.00000000,5.00000000,0.15000000
9432,2025-06-16,2025-06-11,2025-06-13,1303,42,1.00000000,2.00000000,0.20000000
1570,2025-06-17,2025-06-12,2025-06-16,1304,42,2.00000000,5.00000000,0.20000000
4188,2025-06-17,2025-06-12,2025-06-16,1304,42,1.00000000,5.00000000,0.20000000
4689,2025-06-17,2025-06-12,2025-06-16,1304,42,3.00000000,5.00000000,0.15000000
5020,2025-06-17,2025-06-13,2025-06-16,1305,42,1.00000000,3.00000000,0.15000000
7211,2025-06-17,2025-06-12,2025-06-16,1304,42,1.50000000,3.00000000,0.30000000
7267,2025-06-17,2025-06-12,2025-06-16,1304,42,2.00000000,2.00000000,0.30000000
8306,2025-06-17,2025-06-12,2025-06-16,1304,42,1.00000000,5.00000000,0.15000000
9432,2025-06-17,2025-06-12,2025-06-16,1304,42,1.00000000,2.00000000,0.20000000
1570,2025-06-18,2025-06-13,2025-06-17,1305,42,2.00000000,5.00000000,0.20000000
4188,2025-06-18,2025-06-13,2025-06-17,1305,42,1.00000000,5.00000000,0.20000000
4689,2025-06-18,2025-06-13,2025-06-17,1305,42,3.00000000,5.00000000,0.15000000
5020,2025-06-18,2025-06-13,2025-06-16,1305,42,1.00000000,3.00000000,0.15000000
7211,2025-06-18,2025-06-13,2025-06-17,1305,42,1.50000000,3.00000000,0.30000000
7267,2025-06-18,2025-06-13,2025-06-17,1305,42,2.00000000,2.00000000,0.30000000
8306,2025-06-18,2025-06-13,2025-06-17,1305,42,1.00000000,5.00000000,0.15000000
9432,2025-06-18,2025-06-13,2025-06-17,1305,42,1.00000000,2.00000000,0.20000000
1570,2025-06-19,2025-06-16,2025-06-18,1306,42,2.00000000,5.00000000,0.20000000
4188,2025-06-19,2025-06-16,2025-06-18,1306,42,1.00000000,5.00000000,0.20000000
4689,2025-06-19,2025-06-16,2025-06-18,1306,42,3.00000000,5.00000000,0.15000000
5020,2025-06-19,2025-06-16,2025-06-18,1306,42,1.00000000,3.00000000,0.15000000
7211,2025-06-19,2025-06-16,2025-06-18,1306,42,1.50000000,3.00000000,0.30000000
7267,2025-06-19,2025-06-16,2025-06-18,1306,42,2.00000000,2.00000000,0.30000000
8306,2025-06-19,2025-06-16,2025-06-18,1306,42,1.00000000,5.00000000,0.15000000
9432,2025-06-19,2025-06-16,2025-06-18,1306,42,1.00000000,2.00000000,0.20000000
1570,2025-06-20,2025-06-17,2025-06-19,1307,42,2.00000000,5.00000000,0.20000000
4188,2025-06-20,2025-06-17,2025-06-19,1307,42,1.00000000,5.00000000,0.20000000
4689,2025-06-20,2025-06-17,2025-06-19,1307,42,3.00000000,5.00000000,0.15000000
5020,2025-06-20,2025-06-17,2025-06-19,1307,42,1.00000000,3.00000000,0.15000000
7211,2025-06-20,2025-06-17,2025-06-19,1307,42,1.50000000,3.00000000,0.30000000
7267,2025-06-20,2025-06-17,2025-06-19,1307,42,2.00000000,2.00000000,0.30000000
8306,2025-06-20,2025-06-17,2025-06-19,1307,42,1.00000000,5.00000000,0.15000000
9432,2025-06-20,2025-06-17,2025-06-19,1307,42,1.00000000,2.00000000,0.20000000
1570,2025-06-23,2025-06-18,2025-06-20,1308,42,2.00000000,5.00000000,0.20000000
4188,2025-06-23,2025-06-18,2025-06-20,1308,42,1.00000000,5.00000000,0.20000000
4689,2025-06-23,2025-06-18,2025-06-20,1308,42,3.00000000,5.00000000,0.15000000
5020,2025-06-23,2025-06-18,2025-06-20,1308,42,1.00000000,3.00000000,0.15000000
7211,2025-06-23,2025-06-18,2025-06-20,1308,42,1.50000000,3.00000000,0.30000000
7267,2025-06-23,2025-06-18,2025-06-20,1308,42,2.00000000,2.00000000,0.30000000
8306,2025-06-23,2025-06-18,2025-06-20,1308,42,1.00000000,5.00000000,0.15000000
9432,2025-06-23,2025-06-18,2025-06-20,1308,42,1.00000000,2.00000000,0.20000000
1570,2025-06-24,2025-06-19,2025-06-23,1309,42,2.00000000,5.00000000,0.20000000
4188,2025-06-24,2025-06-19,2025-06-23,1309,42,1.00000000,5.00000000,0.20000000
4689,2025-06-24,2025-06-19,2025-06-23,1309,42,3.00000000,5.00000000,0.15000000
5020,2025-06-24,2025-06-19,2025-06-23,1309,42,1.00000000,3.00000000,0.15000000
7211,2025-06-24,2025-06-19,2025-06-23,1309,42,1.50000000,3.00000000,0.30000000
7267,2025-06-24,2025-06-19,2025-06-23,1309,42,2.00000000,2.00000000,0.30000000
8306,2025-06-24,2025-06-19,2025-06-23,1309,42,1.00000000,5.00000000,0.15000000
9432,2025-06-24,2025-06-19,2025-06-23,1309,42,1.00000000,2.00000000,0.20000000
1570,2025-06-25,2025-06-20,2025-06-24,1310,42,2.00000000,5.00000000,0.20000000
4188,2025-06-25,2025-06-20,2025-06-24,1310,42,1.00000000,5.00000000,0.20000000
4689,2025-06-25,2025-06-20,2025-06-24,1310,42,3.00000000,5.00000000,0.15000000
5020,2025-06-25,2025-06-20,2025-06-24,1310,42,1.00000000,3.00000000,0.15000000
7211,2025-06-25,2025-06-20,2025-06-24,1310,42,1.50000000,3.00000000,0.30000000
7267,2025-06-25,2025-06-20,2025-06-24,1310,42,2.00000000,2.00000000,0.30000000
8306,2025-06-25,2025-06-20,2025-06-24,1310,42,1.00000000,5.00000000,0.15000000
9432,2025-06-25,2025-06-20,2025-06-24,1310,42,1.00000000,2.00000000,0.20000000
1570,2025-06-26,2025-06-23,2025-06-25,1311,42,2.00000000,5.00000000,0.20000000
4188,2025-06-26,2025-06-23,2025-06-25,1311,42,1.00000000,5.00000000,0.20000000
4689,2025-06-26,2025-06-23,2025-06-25,1311,42,3.00000000,5.00000000,0.15000000
5020,2025-06-26,2025-06-23,2025-06-25,1311,42,1.00000000,3.00000000,0.15000000
7211,2025-06-26,2025-06-23,2025-06-25,1311,42,1.50000000,3.00000000,0.30000000
7267,2025-06-26,2025-06-23,2025-06-25,1311,42,2.00000000,2.00000000,0.30000000
8306,2025-06-26,2025-06-23,2025-06-25,1311,42,1.00000000,5.00000000,0.15000000
9432,2025-06-26,2025-06-23,2025-06-25,1311,42,1.00000000,2.00000000,0.20000000
1570,2025-06-27,2025-06-24,2025-06-26,1312,42,2.00000000,5.00000000,0.20000000
4188,2025-06-27,2025-06-24,2025-06-26,1312,42,1.00000000,5.00000000,0.20000000
4689,2025-06-27,2025-06-24,2025-06-26,1312,42,3.00000000,5.00000000,0.15000000
5020,2025-06-27,2025-06-24,2025-06-26,1312,42,1.00000000,3.00000000,0.15000000
7211,2025-06-27,2025-06-24,2025-06-26,1312,42,1.50000000,3.00000000,0.30000000
7267,2025-06-27,2025-06-24,2025-06-26,1312,42,2.00000000,2.00000000,0.30000000
8306,2025-06-27,2025-06-24,2025-06-26,1312,42,1.00000000,5.00000000,0.15000000
9432,2025-06-27,2025-06-24,2025-06-26,1312,42,1.00000000,2.00000000,0.20000000
1570,2025-06-30,2025-06-25,2025-06-27,1313,42,2.00000000,5.00000000,0.20000000
4188,2025-06-30,2025-06-25,2025-06-27,1313,42,1.00000000,5.00000000,0.20000000
4689,2025-06-30,2025-06-25,2025-06-27,1313,42,3.00000000,5.00000000,0.15000000
5020,2025-06-30,2025-06-25,2025-06-27,1313,42,1.00000000,3.00000000,0.15000000
7211,2025-06-30,2025-06-25,2025-06-27,1313,42,1.50000000,3.00000000,0.30000000
7267,2025-06-30,2025-06-25,2025-06-27,1313,42,2.00000000,2.00000000,0.30000000
8306,2025-06-30,2025-06-25,2025-06-27,1313,42,1.00000000,5.00000000,0.15000000
9432,2025-06-30,2025-06-25,2025-06-27,1313,42,1.00000000,2.00000000,0.20000000
1570,2025-07-01,2025-06-26,2025-06-30,1314,42,2.00000000,5.00000000,0.20000000
4188,2025-07-01,2025-06-26,2025-06-30,1314,42,1.00000000,5.00000000,0.20000000
4689,2025-07-01,2025-06-26,2025-06-30,1314,42,3.00000000,5.00000000,0.15000000
5020,2025-07-01,2025-06-26,2025-06-30,1314,42,1.00000000,3.00000000,0.15000000
7211,2025-07-01,2025-06-26,2025-06-30,1314,42,1.50000000,3.00000000,0.30000000
7267,2025-07-01,2025-06-27,2025-06-30,1315,42,2.00000000,2.00000000,0.30000000
8306,2025-07-01,2025-06-26,2025-06-30,1314,42,1.00000000,5.00000000,0.15000000
9432,2025-07-01,2025-06-26,2025-06-30,1314,42,1.00000000,2.00000000,0.20000000
1570,2025-07-02,2025-06-27,2025-07-01,1315,42,2.00000000,5.00000000,0.20000000
4188,2025-07-02,2025-06-27,2025-07-01,1315,42,1.00000000,5.00000000,0.20000000
4689,2025-07-02,2025-06-27,2025-07-01,1315,42,3.00000000,5.00000000,0.15000000
5020,2025-07-02,2025-06-27,2025-07-01,1315,42,1.00000000,3.00000000,0.15000000
7211,2025-07-02,2025-06-27,2025-07-01,1315,42,1.50000000,3.00000000,0.30000000
7267,2025-07-02,2025-06-27,2025-06-30,1315,42,2.00000000,2.00000000,0.30000000
8306,2025-07-02,2025-06-27,2025-07-01,1315,42,1.00000000,5.00000000,0.15000000
9432,2025-07-02,2025-06-27,2025-07-01,1315,42,1.00000000,2.00000000,0.20000000
1570,2025-07-03,2025-06-30,2025-07-02,1316,42,2.00000000,5.00000000,0.20000000
4188,2025-07-03,2025-06-30,2025-07-02,1316,42,1.00000000,5.00000000,0.20000000
4689,2025-07-03,2025-06-30,2025-07-02,1316,42,3.00000000,5.00000000,0.15000000
5020,2025-07-03,2025-06-30,2025-07-02,1316,42,1.00000000,3.00000000,0.15000000
7211,2025-07-03,2025-06-30,2025-07-02,1316,42,1.50000000,3.00000000,0.30000000
7267,2025-07-03,2025-06-30,2025-07-02,1316,42,2.00000000,2.00000000,0.30000000
8306,2025-07-03,2025-06-30,2025-07-02,1316,42,1.00000000,5.00000000,0.15000000
9432,2025-07-03,2025-06-30,2025-07-02,1316,42,1.00000000,2.00000000,0.20000000
1570,2025-07-04,2025-07-01,2025-07-03,1317,42,2.00000000,5.00000000,0.20000000
4188,2025-07-04,2025-07-01,2025-07-03,1317,42,1.00000000,5.00000000,0.20000000
4689,2025-07-04,2025-07-01,2025-07-03,1317,42,3.00000000,5.00000000,0.15000000
5020,2025-07-04,2025-07-01,2025-07-03,1317,42,1.00000000,3.00000000,0.15000000
7211,2025-07-04,2025-07-01,2025-07-03,1317,42,1.50000000,3.00000000,0.30000000
7267,2025-07-04,2025-07-01,2025-07-03,1317,42,2.00000000,2.00000000,0.30000000
8306,2025-07-04,2025-07-01,2025-07-03,1317,42,1.00000000,5.00000000,0.15000000
9432,2025-07-04,2025-07-01,2025-07-03,1317,42,1.00000000,2.00000000,0.20000000
1570,2025-07-07,2025-07-02,2025-07-04,1318,42,2.00000000,5.00000000,0.20000000
4188,2025-07-07,2025-07-02,2025-07-04,1318,42,1.00000000,5.00000000,0.20000000
4689,2025-07-07,2025-07-02,2025-07-04,1318,42,3.00000000,5.00000000,0.15000000
5020,2025-07-07,2025-07-02,2025-07-04,1318,42,1.00000000,3.00000000,0.15000000
7211,2025-07-07,2025-07-02,2025-07-04,1318,42,1.50000000,3.00000000,0.30000000
7267,2025-07-07,2025-07-02,2025-07-04,1318,42,2.00000000,2.00000000,0.30000000
8306,2025-07-07,2025-07-02,2025-07-04,1318,42,1.00000000,5.00000000,0.15000000
9432,2025-07-07,2025-07-02,2025-07-04,1318,42,1.00000000,2.00000000,0.20000000
1570,2025-07-08,2025-07-03,2025-07-07,1319,42,2.00000000,5.00000000,0.20000000
4188,2025-07-08,2025-07-03,2025-07-07,1319,42,1.00000000,5.00000000,0.20000000
4689,2025-07-08,2025-07-03,2025-07-07,1319,42,3.00000000,5.00000000,0.15000000
5020,2025-07-08,2025-07-03,2025-07-07,1319,42,1.00000000,3.00000000,0.15000000
7211,2025-07-08,2025-07-03,2025-07-07,1319,42,1.50000000,3.00000000,0.30000000
7267,2025-07-08,2025-07-03,2025-07-07,1319,42,2.00000000,2.00000000,0.30000000
8306,2025-07-08,2025-07-03,2025-07-07,1319,42,1.00000000,5.00000000,0.15000000
9432,2025-07-08,2025-07-03,2025-07-07,1319,42,1.00000000,2.00000000,0.20000000
1570,2025-07-09,2025-07-04,2025-07-08,1320,42,2.00000000,5.00000000,0.20000000
4188,2025-07-09,2025-07-04,2025-07-08,1320,42,1.00000000,5.00000000,0.20000000
4689,2025-07-09,2025-07-04,2025-07-08,1320,42,3.00000000,5.00000000,0.15000000
5020,2025-07-09,2025-07-04,2025-07-08,1320,42,1.00000000,3.00000000,0.15000000
7211,2025-07-09,2025-07-04,2025-07-08,1320,42,1.50000000,3.00000000,0.30000000
7267,2025-07-09,2025-07-04,2025-07-08,1320,42,2.00000000,2.00000000,0.30000000
8306,2025-07-09,2025-07-04,2025-07-08,1320,42,1.00000000,5.00000000,0.15000000
9432,2025-07-09,2025-07-04,2025-07-08,1320,42,1.00000000,2.00000000,0.20000000
1570,2025-07-10,2025-07-07,2025-07-09,1321,42,2.00000000,5.00000000,0.20000000
4188,2025-07-10,2025-07-07,2025-07-09,1321,42,1.00000000,5.00000000,0.20000000
4689,2025-07-10,2025-07-07,2025-07-09,1321,42,3.00000000,5.00000000,0.15000000
5020,2025-07-10,2025-07-07,2025-07-09,1321,42,1.00000000,3.00000000,0.15000000
7211,2025-07-10,2025-07-07,2025-07-09,1321,42,1.50000000,3.00000000,0.30000000
7267,2025-07-10,2025-07-07,2025-07-09,1321,42,2.00000000,2.00000000,0.30000000
8306,2025-07-10,2025-07-07,2025-07-09,1321,42,1.00000000,5.00000000,0.15000000
9432,2025-07-10,2025-07-08,2025-07-09,1322,42,1.00000000,2.00000000,0.20000000
1570,2025-07-11,2025-07-08,2025-07-10,1322,42,2.00000000,5.00000000,0.20000000
4188,2025-07-11,2025-07-08,2025-07-10,1322,42,1.00000000,5.00000000,0.20000000
4689,2025-07-11,2025-07-08,2025-07-10,1322,42,3.00000000,5.00000000,0.15000000
5020,2025-07-11,2025-07-08,2025-07-10,1322,42,1.00000000,3.00000000,0.15000000
7211,2025-07-11,2025-07-08,2025-07-10,1322,42,1.50000000,3.00000000,0.30000000
7267,2025-07-11,2025-07-08,2025-07-10,1322,42,2.00000000,2.00000000,0.30000000
8306,2025-07-11,2025-07-08,2025-07-10,1322,42,1.00000000,5.00000000,0.15000000
9432,2025-07-11,2025-07-08,2025-07-09,1322,42,1.00000000,2.00000000,0.20000000
1570,2025-07-14,2025-07-09,2025-07-11,1323,42,2.00000000,5.00000000,0.20000000
4188,2025-07-14,2025-07-09,2025-07-11,1323,42,1.00000000,5.00000000,0.20000000
4689,2025-07-14,2025-07-09,2025-07-11,1323,42,3.00000000,5.00000000,0.15000000
5020,2025-07-14,2025-07-09,2025-07-11,1323,42,1.00000000,3.00000000,0.15000000
7211,2025-07-14,2025-07-09,2025-07-11,1323,42,1.50000000,3.00000000,0.30000000
7267,2025-07-14,2025-07-09,2025-07-11,1323,42,2.00000000,2.00000000,0.30000000
8306,2025-07-14,2025-07-09,2025-07-11,1323,42,1.00000000,5.00000000,0.15000000
9432,2025-07-14,2025-07-09,2025-07-11,1323,42,1.00000000,2.00000000,0.20000000
1570,2025-07-15,2025-07-10,2025-07-14,1324,42,2.00000000,5.00000000,0.20000000
4188,2025-07-15,2025-07-10,2025-07-14,1324,42,1.00000000,5.00000000,0.20000000
4689,2025-07-15,2025-07-10,2025-07-14,1324,42,3.00000000,5.00000000,0.15000000
5020,2025-07-15,2025-07-10,2025-07-14,1324,42,1.00000000,3.00000000,0.15000000
7211,2025-07-15,2025-07-10,2025-07-14,1324,42,1.50000000,3.00000000,0.30000000
7267,2025-07-15,2025-07-10,2025-07-14,1324,42,2.00000000,2.00000000,0.30000000
8306,2025-07-15,2025-07-10,2025-07-14,1324,42,1.00000000,5.00000000,0.15000000
9432,2025-07-15,2025-07-10,2025-07-14,1324,42,1.00000000,2.00000000,0.20000000
1570,2025-07-16,2025-07-11,2025-07-15,1325,42,2.00000000,5.00000000,0.20000000
4188,2025-07-16,2025-07-11,2025-07-15,1325,42,1.00000000,5.00000000,0.20000000
4689,2025-07-16,2025-07-11,2025-07-15,1325,42,3.00000000,5.00000000,0.15000000
5020,2025-07-16,2025-07-11,2025-07-15,1325,42,1.00000000,3.00000000,0.15000000
